"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014764","PORTLAND JETPORT, ME US","2020-12-21","2.91",,"0.00","0.0","9.1","28","31","20","  310","  300","8.9","11.0","    1","    1",,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-12-22","7.16",,"0.00","0.0","7.9","34","43","27","  270","  250","17.0","21.9","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-12-23","5.14",,"0.00","0.0","7.1","31","35","19","  280","  280","15.0","19.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-12-24","8.05",,"0.03",,"7.1","35","50","21","  160","  160","23.9","34.0","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-12-25","17.45",,"1.05",,"0.0","51","55","47","  160","  160","30.0","46.1","    1",,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-12-26","12.30",,"0.00","0.0","0.0","39","47","28","  280","  290","21.9","31.1",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-12-27","6.26",,"0.00","0.0","0.0","30","38","22","  290","  260","16.1","19.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-12-28","6.04",,"0.01","0.0","0.0","32","45","21","  180","  170","21.0","28.0",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-12-29","12.75",,"0.00","0.0","0.0","33","41","17","  310","  300","29.1","36.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-12-30","6.93"," 1952","0.00",,,"24","37","16","  200","  210","16.1","25.9",,,,,,,,
"USW00014764","PORTLAND JETPORT, ME US","2020-12-31","7.83",,"0.01","0.0","0.0","38","43","21","  270","  280","18.1","23.9",,,,,,,,
